model,type,composition,similarity,compsim,layer,pearsoncor,spearman
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Avg,IcmAvg,6,0.4290735958171716,0.4193060100078583
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Avg,IcmAvg,7,0.4650264920247091,0.4619129002094269
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Avg,IcmAvg,8,0.5187702303597571,0.5192345976829529
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Avg,IcmAvg,9,0.5985584037563543,0.6111294031143188
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Avg,IcmAvg,10,0.6273972193376,0.6413929462432861
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Avg,IcmAvg,11,0.689543868016175,0.6935960054397583
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Avg,IcmAvg,12,0.8583263463140354,0.8566482663154602
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Sum,IcmSum,0,0.23781584636555114,0.20130693912506104
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Sum,IcmSum,1,0.20665166601902477,0.1520325392484665
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Sum,IcmSum,2,0.19486893203864386,0.1364675611257553
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Sum,IcmSum,3,0.19657823409309905,0.1364641785621643
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Sum,IcmSum,4,0.22266694872098236,0.17687685787677765
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Sum,IcmSum,5,0.24918453868795265,0.22458882629871368
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Sum,IcmSum,6,0.25959536322363647,0.24814872443675995
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Sum,IcmSum,7,0.25196395051383286,0.23158830404281616
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Sum,IcmSum,8,0.27107589913419555,0.2697674632072449
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Sum,IcmSum,9,0.2817374562062087,0.2897181212902069
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Sum,IcmSum,10,0.2912012513929361,0.30977949500083923
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Sum,IcmSum,11,0.2190615523379004,0.20799458026885986
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,Sum,IcmSum,12,0.40688748842429884,0.5171049237251282
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,F_ind,IcmF_ind,0,0.3042987456000062,0.2904945909976959
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,F_ind,IcmF_ind,1,0.25940892884383865,0.2321336716413498
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,F_ind,IcmF_ind,2,0.2326910538479437,0.2002212256193161
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,F_ind,IcmF_ind,3,0.23116463661799705,0.19606369733810425
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,F_ind,IcmF_ind,4,0.27817873893836403,0.2586773633956909
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Icm,F_ind,IcmF_ind,5,0.3306326866951073,0.3376099169254303
